('DT', -1, 1, 4)
('DT', -1, 1, 8)
('DT', -1, 1, 9)
('DT', -1, 1, 10)
('DT', -1, 2, 2)
('DT', -1, 2, 5)
('DT', -1, 2, 6)
('DT', -1, 2, 9)
('DT', -1, 2, 10)
('DT', -1, 2, 11)
('DT', -1, 3, 8)
('DT', -1, 3, 10)
('DT', -1, 3, 11)
('DT', 0, 1, 2)
('DT', 0, 1, 3)
('DT', 0, 1, 11)
('DT', 0, 2, 5)
('DT', 0, 2, 9)
('DT', 0, 2, 10)
('DT', 0, 2, 3)
('DT', 0, 2, 8)
('DT', 0, 3, 9)
('DT', 0, 3, 2)
('DT', 0, 3, 10)
('DT', 0, 3, 3)
('DT', 0, 3, 4)
('DT', 1, 1, 8)
('DT', 1, 1, 9)
('DT', 1, 1, 10)
('DT', 1, 2, 10)
('DT', 1, 2, 11)
('DT', 1, 3, 6)
('DT', 1, 3, 9)
('DT', 1, 3, 10)
('DT', 2, 3, 10)
('DT', -2, 4, 3)
('DT', -2, 4, 5)
('DT', -2, 4, 10)
('DT', -1, 4, 4)
('DT', -1, 4, 13)
('DT', -1, 4, 6)
('DT', -1, 4, 8)
('DT', -1, 4, 10)
('DT', 0, 4, 4)
('DT', 0, 4, 8)
('DT', 0, 4, 9)
('DT', 0, 4, 14)
('DT', 0, 4, 11)
('DT', 1, 4, 9)
('DT', 1, 4, 10)
('DT', 1, 4, 14)
('DT', 2, 4, 10)
